sentence_id,product_name,price,rating,review,cleaned_review,aspect,review_type,category
12,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,fast delivery නියම watch එක ගන්න එකෙකුට කියන්න තියෙන්නෙ ගනින්. මේක නියමයි bro. so thank you daraz.🤗🤗🤗🤗🤗🤗🤗🤗🤗,fast delivery නියම watch එක ගන්න එකෙකුට කියන්න තියෙන්නෙ ගනින්. මේක නියමයි bro. so thank you daraz.🤗🤗🤗🤗🤗🤗🤗🤗🤗,"{
(NULL, 'Delivery Experience', 'fast delivery', positive),
('watch එක', 'Overall Satisfaction', 'නියම watch එක', positive),
(NULL, 'Overall Satisfaction', 'ගන්න එකෙකුට කියන්න තියෙන්නෙ ගනින්. මේක නියමයි bro. thank you daraz 🤗🤗🤗', positive)
}",Pure_Sinhala,electronic
13,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"fsat shipping ,good product   mokak hari avulak thibunoth ikmaninin reply kranava  really good seller",ෆස්ට් ශිප්පින්ග්,"{
(NULL, 'Delivery Experience', 'ෆස්ට් ශිප්පින්ග්', positive)
}",Sinhala_in_English,electronic
14,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,කිසි දේකට බයවෙන්න එපා.දවස් තුනෙන් ඕඩර් එකත් ආවා.WATCH එක මාරම QUALITY. I AM SO HAPPY.බය නැතුව ORDER කරන්න. RECOMMEND THIS SELLER!,කිසි දේකට බයවෙන්න එපා.දවස් තුනෙන් ඕඩර් එකත් ආවා.WATCH එක මාරම QUALITY. I AM SO HAPPY.බය නැතුව ORDER කරන්න. RECOMMEND THIS SELLER!,"{
(NULL, 'Overall Satisfaction', 'කිසි දේකට බයවෙන්න එපා', positive),
(NULL, 'Delivery Experience', 'දවස් තුනෙන් ඕඩර් එකත් ආවා', positive),
('WATCH එක', 'Product Quality', 'මාරම QUALITY', positive),
(NULL, 'Overall Satisfaction', 'I AM SO HAPPY.බය නැතුව ORDER කරන්න', positive),
('SELLER', 'Overall Satisfaction', 'RECOMMEND THIS SELLER', positive)
}",Pure_Sinhala,electronic
15,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Godakma hodai. Mm online order karapu palavenima de. Podi bayak thibba enakm . Eth Delivery eken sarin sare call karara gedrlagataam genalla dunna. Delivery nm supiri . Davas deken ave. Watch ekath a vagema thamai. Hodatama hodai   kisima prashnayak na. Battery ekath hodatama  hodai #win,ගොඩක්ම හොදි. ම්ම් ඔන්ලිනේ ඔර්දෙර් කරපු පළවෙනිම දේ. පොඩි බයක් තිබ්බ එනකම් . එත් දෙලිවෙර්ය් එකෙන් සරින් සැරේ චාල්ල් කරර ගෙද්ර්ලගටාම් ගෙනල්ල දුන්න. දෙලිවෙර්ය් නම් සුපිරි . දවස් දෙකෙන් ආවේ. වට්ච් එකත් a vagema thamai. Hodatama hodai   kisima prashnayak na. Battery ekath hodatama  hodai #win,"{
(NULL, 'Overall Satisfaction', 'ගොඩක්ම හොදි', positive),
(NULL, 'Delivery Experience', 'දෙලිවෙර්ය් එකෙන් සරින් සැරේ call කරලා ගෙදරටම ගෙනල්ල දුන්න.දෙලිවෙර්ය් නම් සුපිරි.දවස් දෙකෙන් ආවේ', positive),
('වට්ච් එක', 'Overall Satisfaction', 'hodatama hodai kisima prashnayak na', positive),
('Battery ekath', 'Battery Life', 'hodatama hodai', positive)
}",Sinhala_in_English,electronic
16,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,චාජ් එකට ගහලා තිබ්බම විතරයිනෙ පෙන්නන්නෙ ම්න් පැය තුනක් විතර චාච් කලා චාජ්  එකෙන් ගත්තම වැඩ නැ රිටන් කරන්න පුලුවන්ද ම්න් වොච් දෙකක් ගත්තා එකක් වැඩ මෙක වැඩ නැ,චාජ් එකට ගහලා තිබ්බම විතරයිනෙ පෙන්නන්නෙ ම්න් පැය තුනක් විතර චාච් කලා චාජ්  එකෙන් ගත්තම වැඩ නැ රිටන් කරන්න පුලුවන්ද ම්න් වොච් දෙකක් ගත්තා එකක් වැඩ මෙක වැඩ නැ,"{
(NULL, 'Charging Speed', 'පැය තුනක් විතර charge කලා', neutral),
(NULL, 'Reliability', 'charge එකෙන් ගත්තම වැඩ නැ', negative),
(NULL, 'Reliability', 'එකක් වැඩ මෙක වැඩ නැ', negative)
}",Pure_Sinhala,electronic
17,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,කියන්න  කිසිම වැරැද්දක්  නැ... සුපිරියක්    අවේ  සීල්  පැක්,කියන්න  කිසිම වැරැද්දක්  නැ... සුපිරියක්    අවේ  සීල්  පැක්,"{
(NULL, 'Overall Satisfaction', 'කියන්න කිසිම වැරැද්දක් නැ. සුපිරියක්', positive),
(NULL, 'Packaging', 'සීල් පැක්', positive)
}",Pure_Sinhala,electronic
18,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ගෙවන ගානට මාරම වටිනවා Deliver එකත් මරැ ඕඩර් එක දාපු දවසට පහුවෙනිදම ආවා ❤😻,ගෙවන ගානට මාරම වටිනවා Deliver එකත් මරැ ඕඩර් එක දාපු දවසට පහුවෙනිදම ආවා ❤😻,"{
('ගානට', 'Price / Value for Money', 'මාරම වටිනවා', positive),
(NULL, 'Delivery Experience', 'Deliver එකත් මරැ. ඕඩර් එක දාපු දවසට පහුවෙනිදම ආවා ❤😻', positive)
}",Pure_Sinhala,electronic
19,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Aththatama godak hoda product ekak. Mn me jathiye watches 2k buy kra. E watches 2m hodata wada. Me sellerth godak hodayi. Dawas 3n Delivery eka dunna.,ඇත්තටම ගොඩක් හොද ප්රෝදුච්ට් එකක්. මන් මේ ජාතියේ වට්චෙස් 2ක් බුය් කර. ඒ වට්චෙස් 2ම් හොදට වැඩ. මේ සෙල්ලෙර්ත් ගොඩක් හොදයි. දවස් 3න් දෙලිවෙර්ය් එක දුන්න.,"{
(NULL, 'Product Quality', 'ගොඩක් හොද ප්රෝදුච්ට් එකක්', positive),
(Watches, 'Reliability', 'වට්චෙස් 2ම් හොදට වැඩ', positive),
('seller', 'Overall Satisfaction', 'මේ sellerත් ගොඩක් හොදයි', positive),
(NULL, 'Delivery Experience', 'දවස් 3න් delivery එක දුන්න', positive)
}",Sinhala_in_English,electronic
20,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Good Product.One day delivery.fast and speed Delivery service.High recommend this product. බය නැතුව ගන්න හොඳට වැඩ කරනවා.,Good Product.One day delivery.fast and speed Delivery service.High recommend this product. බය නැතුව ගන්න හොඳට වැඩ කරනවා.,"{
(NULL, 'Product Quality', 'Good Product', positive),
(NULL, 'Delivery Experience', 'One day delivery. fast and speed Delivery service', positive),
(NULL, 'Overall Satisfaction', 'High recommend this product', positive),
(NULL, 'Reliability', 'හොඳට වැඩ කරනවා', positive)
}",Pure_Sinhala,electronic
21,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,black color eka mata labune. customer order karanne eyata ona eka seller t ona eka nemei. eth watch eka hodai mata color eka charge karaganna puluwan da plz ?,බ්ලච්ක් චොලෝර් එක මට ලැබුනේ. චුස්ටෝමෙර් ඔර්දෙර් කරන්නේ එයට ඕන එක සෙල්ලෙර් ට ඕන එක නෙමෙඉ. එත් වට්ච් එක හොදි මට චොලෝර් එක චර්ගේ කරගන්න පුළුවන් ද ප්ල්ළ ?,"{
('බ්ලච්ක් චොලෝර් එක', 'Product Quality', 'මට ලැබුනේ', neutral),
('seller', 'Overall Satisfaction', 'customer order කරන්නේ එයට ඕන එක seller ට ඕන එක නෙමෙයි', negative),
('වට්ච් එක', 'Overall Satisfaction', 'වට්ච් එක හොදි', positive)
}",Sinhala_in_English,electronic
22,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Watch eka hodai. habai screen eke bubble ekak avith thiyenava.  scratch marks thiyenawa. e arenna vena avulak nam na🥲,වට්ච් එක හොදි. හබි ස්ච්රීන් එකේ බුබ්බ්ලේ එකක් ඇවිත් තියෙනවා.  ස්ච්රට්ච් මාර්කස් තියෙනවා. ඒ ඇරෙන්න වෙන අවුලක් නම් න🥲,"{
('වට්ච් එක', 'Overall Satisfaction', 'හොදි', positive),
('ස්ච්රීන් එක', 'Display Quality', 'බුබ්බ්ලේ එකක් ඇවිත් තියෙනවා', negative),
('ස්ච්රට්ච් මාර්කස්', 'Build Quality', 'ස්ච්රට්ච් මාර්කස් තියෙනවා', negative),
(NULL, 'Reliability', 'වෙන අවුලක් නම් න', positive)
}",Sinhala_in_English,electronic
23,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"වොට්ච් එක ඇත්තටම නියමයි. හැමදෙයක්ම වැඩ. Call ගන්නත් පුලුවන් හොදට Blood pressure එව්වත් හොදට වැඩ චාර්ජ් එකත් තියේ හොදට iOS ,Android දෙකෙන්ම පාවිච්චි කරහැකි ඩිලිවරි එකත් ඉක්මනින් ආව  Thank you Daraz!💗","වොට්ච් එක ඇත්තටම නියමයි. හැමදෙයක්ම වැඩ. Call ගන්නත් පුලුවන් හොදට Blood pressure එව්වත් හොදට වැඩ චාර්ජ් එකත් තියේ හොදට iOS ,Android දෙකෙන්ම පාවිච්චි කරහැකි ඩිලිවරි එකත් ඉක්මනින් ආව  Thank you Daraz!💗","{
('වොට්ච් එක', 'Overall Satisfaction', 'ඇත්තටම නියමයි', positive),
(NULL, 'Performance', 'හැමදෙයක්ම වැඩ. Call ගන්නත් පුලුවන්. Blood pressure එව්වත් හොදට වැඩ', positive),
(NULL, 'Battery Life', 'චාර්ජ් එකත් තියේ හොදට', positive),
('iOS ,Android', 'Compatibility', 'දෙකෙන්ම පාවිච්චි කරහැකි', positive),
(NULL, 'Delivery Experience', 'ඩිලිවරි එකත් ඉක්මනින් ආව.  Thank you Daraz!💗', positive)
}",Pure_Sinhala,electronic
24,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,illana eka nemei ewanne ganna epa kawruwath. personal message karalath kiwwa ewanna ona color eka. deparak order kala deparama waradi ewa ewwe.,ඉල්ලන එක නෙමෙඉ එවන්නේ ගන්න එපා කව්රුවත්. පෙර්සොනල් මෙස්සගේ කරලත් කිව්වා එවන්න ඕන චොලෝර් එක. දෙපාරක් ඔර්දෙර් කල දෙපාරම වැරදි ඒවා එව්වේ.,"{
(NULL, 'Overall Satisfaction', 'ඉල්ලන එක නෙමෙඉ එවන්නේ', negative),
(NULL, 'Overall Satisfaction', 'ගන්න එපා කව්රුවත්', negative),
(NULL, 'Reliability', 'දෙපාරක් order කල දෙපාරම වැරදි ඒවා එව්වේ', negative)
}",Sinhala_in_English,electronic
25,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,හරිම හොද 😇 Dilivery partner කෙනෙක් දවස් දෙකෙන් 2 ආකව👌 හොදට පැක් කරල තියෙනව 🦴🔥ගානත් අඩුයි 💰 බයනැතුව ඔයාලත් ගන්න.🔥,හරිම හොද 😇 Dilivery partner කෙනෙක් දවස් දෙකෙන් 2 ආකව👌 හොදට පැක් කරල තියෙනව 🦴🔥ගානත් අඩුයි 💰 බයනැතුව ඔයාලත් ගන්න.🔥,"{
(NULL, 'Delivery Experience', 'හරිම හොද 😇 Dilivery partner කෙනෙක් දවස් දෙකෙන් 2 ආකව👌', positive),
(NULL, 'Packaging', 'හොදට පැක් කරල තියෙනව', positive),
(NULL, 'Price / Value for Money', 'ගානත් අඩුයි', positive),
(NULL, 'Overall Satisfaction', 'බයනැතුව ඔයාලත් ගන්න 🔥', positive)
}",Pure_Sinhala,electronic
26,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend","watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend","{
('watch එක', 'Overall Satisfaction', 'ගොඩක් හොදයි', positive),
(NULL, 'Build Quality', 'හොඳ build quality එකක් තියෙනවා', positive),
(NULL, 'Packaging', 'කිසිම damage එකක් තිබ්බේ නෑ', positive),
(NULL, 'Delivery Experience', 'කියපු දවස් වලට වඩා ගොඩක් කලින් deliver කරා', positive),
(NULL, 'Battery Life', 'battery 0% තිබ්බා', negative),
(NULL, 'Reliability', 'charge කරලා බැලුවා watch එක වැඩ', positive),
(NULL, 'Product Quality', 'good product', positive),
('ගානට', 'Price / Value for Money', 'ගොඩක් වටිනවා', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුව ගන්න. highly recommend', positive)
}",Pure_Sinhala,electronic
27,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,quality eka nm tikak adui  button ema luse vage  vena kisima aulak na  battery life ekath godak hondai,කුඅලිත්ය එක නම් ටිකක් අදුඉ  බුට්ටෝන් එම ලුසේ වගේ  වෙන කිසිම ඖලක් න  බට්ටේර්ය් ලිෆේ එකත් ගොඩක් හොඳි,"{
(NULL, 'Product Quality', 'quality එක නම් ටිකක් අඩුයි', negative),
('button', 'Build Quality', 'button එම loose වගේ', negative),
(NULL, 'Reliability', 'වෙන කිසිම අවුලක් න', positive),
(NULL, 'Battery Life', 'battery life එකත් ගොඩක් හොඳි', positive)
}",Sinhala_in_English,electronic
28,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.","product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.","{
('ගාන', 'Price / Value for Money', 'ගාන හැටියට නම් වටිනව', positive),
('screen එක', 'Display Quality', 'ටිකක් සීරිල තිබ්බ', negative),
(NULL, 'Packaging', 'guard එකක් වත් දාල තිබ්බෙ නෑ', negative),
(NULL, 'Display Quality', 'හරියට ටච් වෙන්නෙත් නෑ', negative),
(NULL, 'Product Quality', 'වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ', negative)
}",Pure_Sinhala,electronic
29,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,"{
('වෝච් එක', 'Reliability', 'සුපිරියට වැඩ කරනවා', positive),
(NULL, 'Packaging', 'හොඳට packing කරල තිබ්බා', positive),
(NULL, 'Durability', 'ගොඩක් කල් පාවිච්චි කරන්න පුළුවන්', positive),
('ගානට', 'Price / Value for Money', 'මේක හොඳටම ලාබයි', positive),
(NULL, 'Overall Satisfaction', 'ඔක්කොම හොඳයි', positive)
}",Pure_Sinhala,electronic
30,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"superb,24 hours delivery,good packing,fast charge  good good but about,say this watch is t900 ultra2     good",සුපෙර්බ්,"{ (NULL, 'Overall Satisfaction', 'සුපෙර්බ්', positive) }",Sinhala_in_English,electronic
