sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_annotation,review_type,category
11,Innovex 7Kg Fully Automatic Top Loading Washing Machine - IFA70S,"Rs. 80,500",5,Seems good,හොඳයි වගේ,"{
(NULL, 'Overall Satisfaction', 'හොඳයි වගේ', positive)
}",Sinhala_in_English,home
12,Innovex 7Kg Fully Automatic Top Loading Washing Machine - IFA70S,"Rs. 80,500",5,Excelent,ඒෂ්කෙලෙන්ත,"{
(NULL, 'Overall Satisfaction', 'ඒෂ්කෙලෙන්ත', positive)
}",Sinhala_in_English,home
13,Innovex 7Kg Fully Automatic Top Loading Washing Machine - IFA70S,"Rs. 80,500",5,Very Fast Delivery..Seller is Highly Recommend..Five Years Warranty..,ඉතා ඉක්මන් බෙදාහැරීමක්.. විකුණුම්කරු පිළිබඳව ඉතා විශ්වාසයි.. අවුරුදු පහක වගකීමක් ද සහිතයි..,"{
(NULL, 'Delivery & Packaging', 'ඉතා ඉක්මන් බෙදාහැරීමක්', positive),
(NULL, 'Customer Service', 'විකුණුම්කරු පිළිබඳව ඉතා විශ්වාසයි', positive),
('අවුරුදු පහක වගකීමක්', 'Warranty', 'සහිතයි', positive)
}",Sinhala_in_English,home
14,Innovex Fully Auto Washing Machine - IFAS70S,"Rs. 112,500",5,ඕඩර් කරපු එකම ඉක්මනින්ම ලැබුනා සියලුම දේ සමග කියන්න කිසිම වරදක් නෑ බය නැතිව ඕඩර් කරන්න පුලුවන් ඩිලිවර් එකත් ගොඩාක් හොදයි thanks laksela,ඕඩර් කරපු එකම ඉක්මනින්ම ලැබුනා සියලුම දේ සමග කියන්න කිසිම වරදක් නෑ බය නැතිව ඕඩර් කරන්න පුලුවන් ඩිලිවර් එකත් ගොඩාක් හොදයි thanks laksela,"{
(NULL, 'Delivery & Packaging', 'ඕඩර් කරපු එකම ඉක්මනින්ම ලැබුනා', positive),
(NULL, 'Product Quality', 'සියලුම දේ සමග කිසිම වරදක් නෑ', positive),
(NULL, 'Overall Satisfaction', 'බය නැතිව ඕඩර් කරන්න පුලුවන්', positive),
(NULL, 'Delivery & Packaging', 'ඩිලිවර් එකත් ගොඩාක් හොදයි', positive),
(NULL, 'Overall Satisfaction', 'thanks laksela', positive)
}",Pure_Sinhala,home
15,Innovex Fully Auto Washing Machine - IFAS70S,"Rs. 112,500",5,"දවස් 3න් ආවා, කිසි අඩුපාඩුවක් නැතුව ඔක්කොම තිබ්බා","දවස් 3න් ආවා, කිසි අඩුපාඩුවක් නැතුව ඔක්කොම තිබ්බා","{
(NULL, 'Delivery & Packaging', 'දවස් 3න් ආවා', positive),
(NULL, 'Product Quality', 'කිසි අඩුපාඩුවක් නැතුව ඔක්කොම තිබ්බා', positive)
}",Pure_Sinhala,home
16,Innovex Fully Auto Washing Machine - IFAS70S,"Rs. 112,500",5,Warranty card එකේ seller seal එක නෑ. Damro එකෙන් කියනවා warranty claim කරන්න sellerge seal එක ඕනේ කියලා. item එක නම් හොදයි. ඒත් කැඩුනොත් warranty claim කරන්න බැරි වෙයි. item එක deliver කලේ නම් අපතයෝ දෙන්නෙක්. වැස්ස වෙලාවෙ එළියෙන් තියලා යන්න ගියේ. ඔලුවක් කියලා එකක් නෑ. එයාලා box එක ඇතුලේ පිදුරු දාගෙන ආවත් අපි බාරගන්න ඕනේ කියල හිතන් ඉන්නෙ. මේ වගේ item damage නැතුව බලා පොරොත්තු වෙන්න බෑ ඒ වගෙ deliver කරන පිස්සො ඕකෙ වැඩ කලාම. Item එක නම් හොදයි. ඒත් පරිස්සමින්.,Warranty card එකේ seller seal එක නෑ. Damro එකෙන් කියනවා warranty claim කරන්න sellerge seal එක ඕනේ කියලා. item එක නම් හොදයි. ඒත් කැඩුනොත් warranty claim කරන්න බැරි වෙයි. item එක deliver කලේ නම් අපතයෝ දෙන්නෙක්. වැස්ස වෙලාවෙ එළියෙන් තියලා යන්න ගියේ. ඔලුවක් කියලා එකක් නෑ. එයාලා box එක ඇතුලේ පිදුරු දාගෙන ආවත් අපි බාරගන්න ඕනේ කියල හිතන් ඉන්නෙ. මේ වගේ item damage නැතුව බලා පොරොත්තු වෙන්න බෑ ඒ වගෙ deliver කරන පිස්සො ඕකෙ වැඩ කලාම. Item එක නම් හොදයි. ඒත් පරිස්සමින්.,"{
('warranty card', 'Warranty', 'seller seal එක නෑ', negative),
('Damro warranty', 'Warranty', 'warranty claim කරන්න බැරි වෙයි', negative),
(NULL, 'Product Quality', 'item එක නම් හොදයි', positive),
(NULL, 'Delivery & Packaging', 'deliver කලේ අපතයෝ දෙන්නෙක්', negative),
(NULL, 'Delivery & Packaging', 'වැස්ස වෙලාවෙ එළියෙන් තියලා යන්න ගියේ', negative),
(NULL, 'Overall Satisfaction', 'පරිස්සමින්', negative)
}",Pure_Sinhala,home
17,Innovex Fully Auto Washing Machine - IFAS70S,"Rs. 112,500",5,අඩුපාඩු කිසිවක් නෑ..පාරිභෝගික සේවාව හොඳයි.. නියමිත දිනයටම ලැබුණා....,අඩුපාඩු කිසිවක් නෑ..පාරිභෝගික සේවාව හොඳයි.. නියමිත දිනයටම ලැබුණා....,"{
(NULL, 'Product Quality', 'අඩුපාඩු කිසිවක් නෑ', positive),
(NULL, 'Customer Service', 'පාරිභෝගික සේවාව හොඳයි', positive),
(NULL, 'Delivery & Packaging', 'නියමිත දිනයටම ලැබුණා', positive)
}",Pure_Sinhala,home
18,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,"ගෙවන ගාණට ගොඩක් වටිනවා, Quality Material & Durable, වතුර උණු උනා, Auto Off වෙනවා උණු උනාම, හොඳයි දවස් 2 කින් වගේ ආවා Order කරලා. Quality & Original Products with Low Price, Fast Delivery, Secured Package, Friendly Communication, Recommended Seller..Thanks.. 🚚📱❤️❤️❤️❤️❤️","ගෙවන ගාණට ගොඩක් වටිනවා, Quality Material & Durable, වතුර උණු උනා, Auto Off වෙනවා උණු උනාම, හොඳයි දවස් 2 කින් වගේ ආවා Order කරලා. Quality & Original Products with Low Price, Fast Delivery, Secured Package, Friendly Communication, Recommended Seller..Thanks.. 🚚📱❤️❤️❤️❤️❤️","{
(NULL, 'Price / Value for Money', 'ගෙවන ගාණට ගොඩක් වටිනවා', positive),
(NULL, 'Product Quality', 'Quality Material & Durable', positive),
(NULL, 'Functionality', 'වතුර උණු උනා', positive),
(NULL, 'Safety', 'Auto Off වෙනවා උණු උනාම', positive),
(NULL, 'Delivery & Packaging', 'දවස් 2 කින් වගේ ආවා Order කරලා', positive),
(NULL, 'Product Quality', 'Quality & Original Products with Low Price', positive),
(NULL, 'Delivery & Packaging', 'Fast Delivery', positive),
(NULL, 'Delivery & Packaging', 'Secured Package', positive),
(NULL, 'Customer Service', 'Friendly Communication', positive),
(NULL, 'Overall Satisfaction', 'Recommended Seller', positive),
(NULL, 'Overall Satisfaction', 'Thanks', positive)
}",Pure_Sinhala,home
19,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,"My Order eka pennapu date ekatath wada eka dawasak klinma awa, kisima demege ekawath ne well packaged, brand New Product. gewana gaanata watinawa","මගේ ඇණවුම පෙන්වා තිබූ දිනටත් වඩා එක් දිනක් කලින්ම ලැබුණා. කිසිදු හානියක් නැහැ, ඉතා හොඳින් ඇසුරුම් කර තිබෙනවා. අලුත්ම නිෂ්පාදනයක්. ගෙවන මුදලට ඇත්තටම වටිනවා.","{
(NULL, 'Delivery & Packaging', 'පෙන්වා තිබූ දිනටත් වඩා එක් දිනක් කලින්ම ලැබුණා', positive),
(NULL, 'Delivery & Packaging', 'කිසිදු හානියක් නැහැ ඉතා හොඳින් ඇසුරුම් කර තිබෙනවා', positive),
(NULL, 'Product Quality', 'අලුත්ම නිෂ්පාදනයක්', positive),
(NULL, 'Price / Value for Money', 'ගෙවන මුදලට ඇත්තටම වටිනවා', positive)
}",Sinhala_in_English,home
20,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,high recommend 🔥 Kisima aulak na.  Description wala dala thiyena ekamai ewwe.,හිග්හ් රෙචොම්මෙන්ඩ් 🔥 කිසිම ඖලක් න.  ඩෙස්ක්රිප්තිඔන් වල දල තියෙන ඒකමි එව්වේ.,"{
(NULL, 'Overall Satisfaction', 'highly recommend', positive),
(NULL, 'Product Quality', 'කිසිම ඖලක් නෑ', positive),
(NULL, 'Product Quality', 'description වල දාල තියෙන එකම එව්වේ', positive)
}",Sinhala_in_English,home
21,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,product ek nm hodai..habay packing  nm aul. box ek hodtm damage  wela awe....,ප්රෝදුච්ට් එක නම් හොදි..හැබය් පච්කින්ග්  නම් ඖල්. බොෂ් එක හොද්ට්ම් දමාගෙ  වෙලා අවේ....,"{
(NULL, 'Product Quality', 'ප්රෝදුච්ට් එක නම් හොදි', positive),
(NULL, 'Delivery & Packaging', 'පච්කින්ග් නම් ඖල්', negative),
(NULL, 'Delivery & Packaging', 'බොෂ් එක හොද්ට්ම් දමාගෙ වෙලා අවේ', negative)
}",Sinhala_in_English,home
22,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,මේක ගන්න එපා.  අපරාදේ මගේ සල්ලි.  handle එක kaduna.එක පාරක් used kale.,මේක ගන්න එපා.  අපරාදේ මගේ සල්ලි.  handle එක kaduna.එක පාරක් used kale.,"{
(NULL, 'Overall Satisfaction', 'මේක ගන්න එපා අපරාදේ මගේ සල්ලි', negative),
('handle', 'Build / Construction Quality', 'kaduna', negative),
(NULL, 'Durability', 'එක පාරක් used kale', negative)
}",Pure_Sinhala,home
23,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",4,nice.low price and best product.අරන් සති 3k වගේ තමා හොදට තියෙනවා.,nice.low price and best product.අරන් සති 3k වගේ තමා හොදට තියෙනවා.,"{
(NULL, 'Price / Value for Money', 'nice low price', positive),
(NULL, 'Product Quality', 'best product', positive),
(NULL, 'Durability', 'අරන් සති 3k වගේ තමා හොදට තියෙනවා', positive)
}",Pure_Sinhala,home
24,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,එක හොදයි බය නැතුව ගන්න...ඉක්මනින් ආවාත් එක්ක 🥰🥰🥰,එක හොදයි බය නැතුව ගන්න...ඉක්මනින් ආවාත් එක්ක 🥰🥰🥰,"{
(NULL, 'Overall Satisfaction', 'එක හොදයි බය නැතුව ගන්න', positive),
(NULL, 'Delivery & Packaging', 'ඉක්මනින් ආවාත් එක්ක', positive)
}",Pure_Sinhala,home
25,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,මෙක කැඩිලා  හිතුවේ නැ මෙහෙම වෙලා ඇති කියලා,මෙක කැඩිලා  හිතුවේ නැ මෙහෙම වෙලා ඇති කියලා,"{
(NULL, 'Product Quality', 'මෙක කැඩිලා', negative),
(NULL, 'Overall Satisfaction', 'හිතුවේ නැ මෙහෙම වෙලා ඇති කියලා', negative)
}",Pure_Sinhala,home
26,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,ooda karapi ekama labuna.Thank you,ඌද කරපි එකම ලැබුන.තැනක් යෞ,"{
(NULL, 'Delivery & Packaging', 'උඩ කරපු එකම ලැබුන', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක් යෞ', positive)
}",Sinhala_in_English,home
27,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,ගොඩක් හොදයි. එක දවසින් ආව.,ගොඩක් හොදයි. එක දවසින් ආව.,"{
(NULL, 'Product Quality', 'ගොඩක් හොදයි', positive),
(NULL, 'Delivery & Packaging', 'එක දවසින් ආව', positive)
}",Pure_Sinhala,home
28,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",3,අවුලක් නෑ...බඳ රත්වෙනවා අල්ලන්න ඕනේ පරිස්සමින්.,අවුලක් නෑ...බඳ රත්වෙනවා අල්ලන්න ඕනේ පරිස්සමින්.,"{
(NULL, 'Product Quality', 'අවුලක් නෑ', positive),
(NULL, 'Heat Performance / Heat Generation', 'බඳ රත්වෙනවා අල්ලන්න ඕනේ පරිස්සමින්', negative)
}",Pure_Sinhala,home
29,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,product eka mama gaththe 1800ta. a price ekata shop ekakim ganna amarui. anika Quality. auto off system ekak pawa thiyenawa.,ප්රෝදුච්ට් එක මම ගත්තේ 1800ත. අ ප්රිචේ එකට ෂොප් එකකිම් ගන්න amarui. අනික උඅලිත්ය. ඖටෝ ඔෆ්ෆ් ස්ය්ස්ටෙම් එකක් පවා තියෙනවා.,"{
(NULL, 'Price / Value for Money', 'ප්රෝදුච්ට් එක මම ගත්තේ 1800ත', positive),
(NULL, 'Price / Value for Money', 'ප්රිචේ එකට ෂොප් එකකිම් ගන්න amarui', positive),
(NULL, 'Product Quality', 'උඅලිත්ය', positive),
(NULL, 'Safety', 'ඖටෝ ඔෆ්ෆ් ස්ය්ස්ටෙම් එකක් පවා තියෙනවා', positive)
}",Sinhala_in_English,home
30,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,"product eka nm godak hodai, eth kiwwa dawasta wada godak prkku wela awe",ප්රෝදුච්ට් එක නම් ගොඩක් හොදි,"{
(NULL, 'Product Quality', 'ප්රෝදුච්ට් එක නම් ගොඩක් හොදි', positive)
}",Sinhala_in_English,home
31,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,hithuvata vada hodatama thiyanava.thank you so much.,හිතුවට වැඩ හොදටම තියනවා.තැනක් යෞ සෝ මුච්.,"{
(NULL, 'Product Quality', 'හිතුවට වැඩ හොදටම තියනවා', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක් යෞ සෝ මුච්', positive)
}",Sinhala_in_English,home
32,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,waradak na gewana ganata watinawa shep 🌟🌟🌟🌟🌟,වරදක් න ගෙවන ගානට වටිනවා ශේප් 🌟🌟🌟🌟🌟,"{
(NULL, 'Product Quality', 'වරදක් නෑ', positive),
(NULL, 'Price / Value for Money', 'ගෙවන ගානට වටිනවා', positive),
(NULL, 'Overall Satisfaction', 'ශේප් 🌟🌟🌟🌟🌟', positive)
}",Sinhala_in_English,home
33,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,"Quality product,fast delivery,good service.thanks Daraz","ගුණාත්මක නිෂ්පාදනයක්, වේගවත් බෙදාහැරීමක් සහ හොඳ සේවාවක්. ස්තූතියි ඩරාස්.","{
(NULL, 'Product Quality', 'ගුණාත්මක නිෂ්පාදනයක්', positive),
(NULL, 'Delivery & Packaging', 'වේගවත් බෙදාහැරීමක්', positive),
(NULL, 'Customer Service', 'හොඳ සේවාවක්', positive),
(NULL, 'Overall Satisfaction', 'ස්තූතියි ඩරාස්', positive)
}",Sinhala_in_English,home
34,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,මේකනම් කැඩිලා  දවස් තුනක් වගේ පාවිච්චි කලේ,මේකනම් කැඩිලා  දවස් තුනක් වගේ පාවිච්චි කලේ,"{
(NULL, 'Product Quality', 'කැඩිලා', negative),
(NULL, 'Durability', 'දවස් තුනක් වගේ පාවිච්චි කලේ', negative)
}",Pure_Sinhala,home
35,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,Hoda penumata thiyanava .niyamata veda,හොද පෙනුමට තියනවා .නියමට වේද,"{
(NULL, 'Design & Appearance', 'හොද පෙනුමට තියනවා', positive),
(NULL, 'Product Quality', 'නියමට වේද', positive)
}",Sinhala_in_English,home
36,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,දාලා දවස් තුනක් වෙනකොටම ආවා 😀😀,දාලා දවස් තුනක් වෙනකොටම ආවා 😀😀,"{
(NULL, 'Delivery & Packaging', 'දවස් තුනක් වෙනකොටම ආවා', positive)
}",Pure_Sinhala,home
37,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,Patta watinawa me ganata,පට්ට වටිනවා මේ ගානට,,Sinhala_in_English,home
38,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,good qulity thnks,ගූඩ් කුලිත්ය ත්න්ක්ස්,"{
(NULL, 'Product Quality', 'ගූඩ් කුලිත්ය', positive)
}",Sinhala_in_English,home
39,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,Mruuu. Dwsin hmbuna ❤️,රූඋ. දවසින් හම්බුනා ❤️,"{
(NULL, 'Delivery & Packaging', 'රූඋ. දවසින් හම්බුනා', positive)
}",Sinhala_in_English,home
40,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,colity 👍👍👍👍,කොලිත්ය,"{
(NULL, 'Product Quality', 'කොලිත්ය', positive)
}",Sinhala_in_English,home
41,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,හොදයි....😍❤️,හොදයි....😍❤️,"{
(NULL, 'Overall Satisfaction', 'හොදයි', positive)
}",Pure_Sinhala,home
42,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,good iteam,ගූඩ් ඉටෙං,"{
(NULL, 'Product Quality', 'ගූඩ් ඉටෙං', positive)
}",Sinhala_in_English,home
43,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,Niceeeee,ණිකෙඑඑඑඑ,"{
(NULL, 'Overall Satisfaction', 'Niceeee', positive)
}",Sinhala_in_English,home
44,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,hoda product ekak mn 2 gaththa,හොද ප්රෝදුච්ට් එකක් මන් 2 ගත්ත,"{
(NULL, 'Product Quality', 'හොද ප්රෝදුච්ට් එකක් මන් 2 ගත්ත', positive)
}",Sinhala_in_English,home
45,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,හොදයි ගන්න අය ගන්න 🥰🥳,හොදයි ගන්න අය ගන්න 🥰🥳,"{
(NULL, 'Overall Satisfaction', 'හොදයි ගන්න අය ගන්න', positive)
}",Pure_Sinhala,home
46,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",5,මාසයක්වත් පාවිච්චි කරන්න බෑ ගන්න නම් එපා.,මාසයක්වත් පාවිච්චි කරන්න බෑ ගන්න නම් එපා.,"{
(NULL, 'Durability', 'මාසයක්වත් පාවිච්චි කරන්න බෑ', negative)
}",Pure_Sinhala,home
47,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",1,හැඩල් එක පුපුරලා🤬,හැඩල් එක පුපුරලා🤬,"{
('හැඩල් එක', 'Build / Construction Quality', 'පුපුරලා', negative)
}",Pure_Sinhala,home
48,Electric Cordless Kettle Heater Jug silver with company warranty,"Rs. 3,400",1,Supiriyak,සුපිරියක්,"{
(NULL, 'Overall Satisfaction', 'සුපිරියක්', positive)
}",Sinhala_in_English,home
49,Peacock / Evro / Black ford / Westmark Electric Kettle/Gordon Homes/Sanford/National/Amilex/Topsonic- 1.8L (1 year company warranty) + Free Shipping,"Rs. 2,990",5,ඇණවුම ලැබුනා. ඉතාම හොදයි. ඒත් ගෙන්නනකොට මේ කොටස පිපිරිලා නමුත් කේතලය වැඩ. නැවත පාරිභෝගිකයා වෙත යවනවිට කරුණාකර හොදින් ඇසුරුම් කර යවන්න භාන්ඩයේ ගුණාත්මකභාවයට හානි නොවන පරිදි..ස්තූතී!,ඇණවුම ලැබුනා. ඉතාම හොදයි. ඒත් ගෙන්නනකොට මේ කොටස පිපිරිලා නමුත් කේතලය වැඩ. නැවත පාරිභෝගිකයා වෙත යවනවිට කරුණාකර හොදින් ඇසුරුම් කර යවන්න භාන්ඩයේ ගුණාත්මකභාවයට හානි නොවන පරිදි..ස්තූතී!,"{
(NULL, 'Delivery & Packaging', 'ඇණවුම ලැබුනා', positive),
(NULL, 'Product Quality', 'ඉතාම හොදයි', positive),
(NULL, 'Build / Construction Quality', 'කොටස පිපිරිලා', negative),
(NULL, 'Functionality', 'කේතලය වැඩ', positive),
(NULL, 'Overall Satisfaction', 'ස්තූතී', positive)
}",Pure_Sinhala,home
50,Peacock / Evro / Black ford / Westmark Electric Kettle/Gordon Homes/Sanford/National/Amilex/Topsonic- 1.8L (1 year company warranty) + Free Shipping,"Rs. 2,990",5,දැනටනම් හොද තත්වයක තියෙනවා ඉස්සරහ මොනාහරි උනොත් ආයෙ දාන්නම් .  Best product 💗 Fast delivery 💗 Freindly deliver 💗 Super  💗,දැනටනම් හොද තත්වයක තියෙනවා ඉස්සරහ මොනාහරි උනොත් ආයෙ දාන්නම් .  Best product 💗 Fast delivery 💗 Freindly deliver 💗 Super  💗,"{
(NULL, 'Product Quality', 'දැනටනම් හොද තත්වයක තියෙනවා', positive),
(NULL, 'Product Quality', 'Best product', positive),
(NULL, 'Delivery & Packaging', 'Fast delivery', positive),
(NULL, 'Delivery & Packaging', 'Freindly deliver', positive),
(NULL, 'Overall Satisfaction', 'Super', positive)
}",Pure_Sinhala,home
