id,product_name,price,rating,review,cleaned_review,aspect_sentiment_annotation,review_type,category
11,Nutella ( Quality & Delicious ) Hazelnut Chocolate Spread- 750g,"Rs. 4,700",2,මට එවලා තිබුනේ 350g එකකුයි 400g එකකුයි.,මට එවලා තිබුනේ 350g එකකුයි 400g එකකුයි.,"{
(NULL, 'Size / Weight Accuracy', 'එවලා තිබුනේ 350g එකකුයි 400g එකකුයි', negative)
}",Pure_Sinhala,grocery
12,Nutella ( Quality & Delicious ) Hazelnut Chocolate Spread- 750g,"Rs. 4,700",1,order කරපු විදියට නෙවෙයි ලැබුනේ. order කරපු country product එක නෙවෙයි එවල තියෙන්නේ. not recommended seller. වෙන කාටහරි යවපු එකක් ආයෙම pack කරලා එවල තියෙන්නේ.,order කරපු විදියට නෙවෙයි ලැබුනේ. order කරපු country product එක නෙවෙයි එවල තියෙන්නේ. not recommended seller. වෙන කාටහරි යවපු එකක් ආයෙම pack කරලා එවල තියෙන්නේ.,"{
(NULL, 'Order Accuracy', 'order කරපු විදියට නෙවෙයි ලැබුනේ', negative),
(NULL, 'Authenticity', 'country product එක නෙවෙයි එවල තියෙන්නේ', negative),
('seller', 'Customer Service', 'not recommended seller', negative),
(NULL, 'Packaging Quality', 'වෙන කාටහරි යවපු එකක් ආයෙම pack කරලා එවල තියෙන්නේ', negative)
}",Code_Mixed,grocery
13,Nutella ( Quality & Delicious ) Hazelnut Chocolate Spread- 750g,"Rs. 4,700",2,"ane mata nag awe bottle 2kak 400g,350g awe dekama wena wena expire date 1 bottle eke expire pennath nehe",අනේ මට ලැබුණේ 400g සහ 350g bottle 2ක්. ඒ දෙකේම expire date දෙකක් තියෙන්නේ. එක bottle එකක expire date එක පේන්නත් නැහැ.,"{
(NULL, 'Size / Weight Accuracy', 'මට ලැබුණේ 400g සහ 350g bottle 2ක්', negative),
('expire date', 'Shelf Life', 'දෙකක් තියෙන්නේ', negative),
('expire date එක', 'Food Safety', 'පේන්නත් නැහැ', negative)
}",Sinhala_in_English,grocery
14,Nutella ( Quality & Delicious ) Hazelnut Chocolate Spread- 750g,"Rs. 4,700",1,I ordered 750g but received 2 bottles of 350g.,"මම order කළේ 750g, හැබැයි මට ලැබුණේ 350g bottles 2ක්.","{
(NULL, 'Size / Weight Accuracy', 'order කළේ 750g, හැබැයි මට ලැබුණේ 350g bottles 2ක්', negative)
}",Code_Mixed,grocery
15,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,guys bawa nathuwa ganna valie more than money 1000% recommended hodata seal karala thibuna hoda packing,"Guys, බය නැතුව ගන්න. Value for money 1000% recommended. හොඳට seal කරලා තිබුණා, හොඳ packing.","{
(NULL, 'Price / Value for Money', 'Value for money 1000% recommended', positive),
('seal', 'Packaging Quality', 'හොඳට seal කරලා තිබුණා', positive),
('packing', 'Packaging Quality', 'හොඳ packing', positive)
}",Sinhala_in_English,grocery
16,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,හොඳ product එකක්. Expired dates තියලා එවනවා. Seller සහ delivery දෙකම හොඳයි. Recommend කරනවා.,හොඳ product එකක්. Expired dates තියලා එවනවා. Seller සහ delivery දෙකම හොඳයි. Recommend කරනවා.,"{
(NULL, 'Product Quality', 'හොඳ product එකක්', positive),
('Expired dates', 'Shelf Life', 'තියලා එවනවා', positive),
('Seller', 'Customer Service', 'හොඳයි', positive),
('delivery', 'Delivery Condition', 'හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'Recommend කරනවා', positive)
}",Code_Mixed,grocery
17,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,"හොදට පැක් කරලා තිබ්බා, රසයි, එත් පොඩ්ඩක් තිත්තයි වගේ.. හ්ම්ම් වරදක් නෑ...","හොදට පැක් කරලා තිබ්බා, රසයි, එත් පොඩ්ඩක් තිත්තයි වගේ.. හ්ම්ම් වරදක් නෑ...","{
(NULL, 'Packaging Quality', 'හොදට පැක් කරලා තිබ්බා', positive),
(NULL, 'Taste', 'රසයි, එත් පොඩ්ඩක් තිත්තයි වගේ', negative),
(NULL, 'Overall Satisfaction', 'වරදක් නෑ', positive)
}",Pure_Sinhala,grocery
18,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,මගේ බෝතල් දෙක අද ලැබුනා... හරිම රසයි..මම දැන් තව දෙකක් ඕඩර් කරනවා..,මගේ බෝතල් දෙක අද ලැබුනා... හරිම රසයි..මම දැන් තව දෙකක් ඕඩර් කරනවා..,"{
(NULL, 'Delivery Condition', 'බෝතල් දෙක අද ලැබුනා', positive),
(NULL, 'Taste', 'හරිම රසයි', positive),
(NULL, 'Overall Satisfaction', 'මම දැන් තව දෙකක් ඕඩර් කරනවා', positive)
}",Pure_Sinhala,grocery
19,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,පොඩ්ඩක් තිත්තයි ඒත් ලොකු අවුලක් නැ. රස හොඳයි,පොඩ්ඩක් තිත්තයි ඒත් ලොකු අවුලක් නැ. රස හොඳයි,"{
(NULL, 'Taste', 'පොඩ්ඩක් තිත්තයි', negative),
(NULL, 'Overall Satisfaction', 'ලොකු අවුලක් නැ', positive),
(NULL, 'Taste', 'රස හොඳයි', positive)
}",Pure_Sinhala,grocery
20,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,hodai rasai matanam supiriiiiiiiiii,"හොඳයි, රසයි, මටනම් සුපිරි!","{
(NULL, 'Overall Satisfaction', 'හොඳයි, මටනම් සුපිරි!', positive),
(NULL, 'Taste', 'රසයි', positive)
}",Sinhala_in_English,grocery
21,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,maru....hodata pack karala thibuna.aye akak gannawa.thank you daraz,මරු.... හොඳට pack කරලා තිබුණා. ආයෙ එකක් ගන්නවා. thank you Daraz!,"{
(NULL, 'Overall Satisfaction', 'මරු, ආයෙ එකක් ගන්නවා, thank you Daraz!', positive),
('NULL', 'Packaging Quality', 'හොඳට pack කරලා තිබුණා', positive),
(NULL, 'Taste', 'ගොඩක් රසයි ඒක', positive)
}",Sinhala_in_English,grocery
22,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,Godak rasai eka.man nitharama meka gannawa..,ගොඩක් රසයි ඒක. මම නිතරම මේක ගන්නවා.,"{
(NULL, 'Overall Satisfaction', ' මම නිතරම මේක ගන්නවා', positive),
(NULL, 'Taste', 'ගොඩක් රසයි', positive)
}",Sinhala_in_English,grocery
23,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,thank you.හොද කොලිටියට වෙනදා රසම තිබුනා.,thank you.හොද කොලිටියට වෙනදා රසම තිබුනා.,"{
(NULL, 'Overall Satisfaction', 'thank you', positive),
(NULL, 'Product Quality', 'හොද කොලිටියට', positive),
(NULL, 'Taste', 'වෙනදා රසම තිබුනා', positive)
}",Pure_Sinhala,grocery
24,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,good product mama 2k gththa👍,"හොඳ product එකක්, මම 2ක් ගත්තා 👍","{
(NULL, 'Product Quality', 'හොඳ product එකක්', positive),
(NULL, 'Overall Satisfaction', 'මම 2ක් ගත්තා 👍', positive)
}",Sinhala_in_English,grocery
25,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,good price verry quality items,"හොඳ price එකක්, ගොඩක් quality items.","{
('price', 'Price / Value for Money', 'හොඳ price එකක්', positive),
('items', 'Product Quality', 'ගොඩක් quality', positive)
}",Sinhala_in_English,grocery
26,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,Quality එකයි packing එකයි දෙකම හොඳයි.,Quality එකයි packing එකයි දෙකම හොඳයි.,"{
('Quality එකයි', 'Product Quality', 'හොඳයි', positive),
('packing එකයි', 'Packaging Quality', 'හොඳයි', positive)
}",Code_Mixed,grocery
27,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,"yummy,thanks, Daraz","රසයි, thank you Daraz!","{
(NULL, 'Taste', 'රසයි', positive),
(NULL, 'Overall Satisfaction', 'thank you Daraz!', positive)
}",Sinhala_in_English,grocery
28,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,Good....Good.,ගූඩ්....ගූඩ්.,"{
(NULL, 'Overall Satisfaction', 'ගූඩ්....ගූඩ්', positive)
}",Sinhala_in_English,grocery
29,Peanut Butter Creamy 340g - Lucky Family - AM000224,Rs. 900,5,රසයි,රසයි,"{
(NULL, 'Taste', 'රසයි', positive)
}",Pure_Sinhala,grocery
30,Wijaya Chilli Pieces 50g,Rs. 75,5,"ගෙවන ගාණට ගොඩක් වටිනවා, Quality & Durable, Original Products, Expired Date එකත් ගොඩක් දුර එකක්, දවස් 3 කින් වගේ ආවා Order කරලා.  Quality & Original Products with Low Price, Fast Delivery, Secured Package, Friendly Communication, Recommended Seller..Thanks.. 🚚📱❤️❤️❤️❤️❤️","ගෙවන ගාණට ගොඩක් වටිනවා, Quality & Durable, Original Products, Expired Date එකත් ගොඩක් දුර එකක්, දවස් 3 කින් වගේ ආවා Order කරලා.  Quality & Original Products with Low Price, Fast Delivery, Secured Package, Friendly Communication, Recommended Seller..Thanks.. 🚚📱❤️❤️❤️❤️❤️","{

(ගාණට, 'Price / Value for Money', 'ගෙවන ගාණට ගොඩක් වටිනවා, Low Price', positive),

(NULL, 'Product Quality', 'Quality & Durable', positive),

(NULL, 'Authenticity', 'Original Products', positive),

('Expired Date එකත්', 'Shelf Life', 'ගොඩක් දුර එකක්', positive),

(NULL, 'Delivery Speed', 'දවස් 3 කින් වගේ ආවා. Fast Delivery', positive),

(NULL, 'Customer Service', 'Friendly Communication', positive),

('Package', 'Packaging Quality', 'Secured', positive)

}",Code_Mixed,grocery
31,Wijaya Chilli Pieces 50g,Rs. 75,5,gewapu granada godak watinawa..packaging and delivery best service.free choice gift hambuna.thank you daraz.#WINDARAZ#,ගෙවපු ගාණට ගොඩක් වටිනවා. Packaging සහ delivery හොඳම service එකක්. Free choice gift එකකුත් හම්බුණා. Thank you Daraz!,"{
('ගාණට', 'Price / Value for Money', 'ගෙවපු ගාණට ගොඩක් වටිනවා', positive),
('Packaging', 'Packaging Quality', 'හොඳම service එකක්', positive),
('delivery', 'Delivery Condition', 'හොඳම service එකක්', positive),
(NULL, 'Overall Satisfaction', 'Free choice gift එකකුත් හම්බුණා, Thank you Daraz!', positive)
}",Sinhala_in_English,grocery
32,Wijaya Chilli Pieces 50g,Rs. 75,5,hothai. expiry date eka thiyaenne 2026 .11 ok.,හොති. expiry date එක තියෙන්නේ 2026 .11 ok.,"{
(NULL, 'Overall Satisfaction', 'හොති', positive),
('expiry date එක', 'Shelf Life', 'තියෙන්නේ 2026 .11 ok', positive)
}",Sinhala_in_English,grocery
33,Wijaya Chilli Pieces 50g,Rs. 75,5,හොඳ packing එකක්. Fast delivery. Thank you Daraz!,හොඳ packing එකක්. Fast delivery. Thank you Daraz!,"{
('packing එකක්', 'Packaging Quality', 'හොඳ', positive),
(NULL, 'Delivery Speed', 'Fast delivery, Thank you Daraz!', positive)
}",Code_Mixed,grocery
34,Wijaya Chilli Pieces 50g,Rs. 75,5,#WIN මම ආසම Wijaya products.,මම ආසම Wijaya products.,"{
(NULL, 'Overall Satisfaction', 'මම ආසම Wijaya products', positive)
}",Code_Mixed,grocery
35,Wijaya Chilli Pieces 50g,Rs. 75,5,මේක ගානෙ හැටියට ගොඩක්ම වටිනවා 💯💯💯,මේක ගානෙ හැටියට ගොඩක්ම වටිනවා 💯💯💯,"{
('ගානෙ', 'Price / Value for Money', 'හැටියට ගොඩක්ම වටිනවා', positive)
}",Pure_Sinhala,grocery
36,Wijaya Chilli Pieces 50g,Rs. 75,5,කියන්න කිසිම අව්ලක් නෑ  super 💯💯,කියන්න කිසිම අව්ලක් නෑ  super 💯💯,"{
(NULL, 'Overall Satisfaction', 'කියන්න කිසිම අව්ලක් නෑ super', positive)
}",Pure_Sinhala,grocery
37,Wijaya Chilli Pieces 50g,Rs. 75,5,ගොඩක් වටිනවා..මිල අඩුවෙන් ගත්තේ,ගොඩක් වටිනවා..මිල අඩුවෙන් ගත්තේ,"{('මිල', 'Price / Value for Money', 'ගොඩක් වටිනවා, අඩුවෙන් ගත්තේ', positive) }",Pure_Sinhala,grocery
38,Wijaya Chilli Pieces 50g,Rs. 75,5,බඩු වල Quality එක සුපිරි.ස්තූතියි.,බඩු වල Quality එක සුපිරි.ස්තූතියි.,"{
('Quality එක', 'Product Quality', 'සුපිරි', positive),
(NULL, 'Overall Satisfaction', 'ස්තූතියි', positive)
}",Code_Mixed,grocery
39,Wijaya Chilli Pieces 50g,Rs. 75,5,වටිනවා....කඩේ 70 ක් වෙනවා...,වටිනවා....කඩේ 70 ක් වෙනවා...,"{
(NULL, 'Price / Value for Money', 'වටිනවා, කඩේ 70 ක් වෙනවා', positive)
}",Pure_Sinhala,grocery
40,Wijaya Chilli Pieces 50g,Rs. 75,5,ගොඩක් වටිනවා..,ගොඩක් වටිනවා..,"{
(NULL, 'Price / Value for Money', 'ගොඩක් වටිනවා', positive)
}",Pure_Sinhala,grocery
41,Wijaya Chilli Pieces 50g,Rs. 75,5,ආව super 👍❤️,ආවා super 👍❤️,"{
(NULL, 'Delivery Speed', 'ආවා super', positive)
}",Pure_Sinhala,grocery
42,Wijaya Chilli Pieces 50g,Rs. 75,5,නියමයිiiiiiii!,නියමයිiiiiiii!,"{
(NULL, 'Overall Satisfaction', 'නියමයිiiiiiii!', positive)
}",Pure_Sinhala,grocery
43,Wijaya Chilli Pieces 50g,Rs. 75,5,mama nikak aasawada arang baluwa delivery eka enakoda kohmada kiyala atthatama godak hodai daraz ekanam mama dhang godak ayata suggestion Kara thiyanawa,"මම නිකන් ආසාවට අරන් බැලුවා delivery එක එනකොට කොහොමද කියලා. ඇත්තටම ගොඩක් හොඳයි, Daraz එකනම් මම දැන් ගොඩක් අයට suggestion කරලා තියෙනවා.","{
('delivery එක', 'Delivery Condition', 'කොහොමද කියලා, ඇත්තටම ගොඩක් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'Daraz එකනම් මම දැන් ගොඩක් අයට suggestion කරලා තියෙනවා', positive)
}",Sinhala_in_English,grocery
44,Wijaya Chilli Pieces 50g,Rs. 75,5,"order කරපු විදියට නෙවෙයි එවල තිබුනෙ , chili powder 50 g packet එකක් වෙනුවට chili pieces එකක් දාලා , අවශ්‍යතාවයට  ගැලපෙන විදිහටනේ order කරන්නේ","order කරපු විදියට නෙවෙයි එවල තිබුනෙ , chili powder 50 g packet එකක් වෙනුවට chili pieces එකක් දාලා , අවශ්‍යතාවයට  ගැලපෙන විදිහටනේ order කරන්නේ","{
(NULL, 'Order Accuracy', 'order කරපු විදියට නෙවෙයි, chili powder වෙනුවට chili pieces එකක් දාලා', negative),
(NULL, 'Overall Satisfaction', 'අවශ්‍යතාවයට ගැලපෙන විදිහටනේ order කරන්නේ', negative)
}",Code_Mixed,grocery
45,Wijaya Chilli Pieces 50g,Rs. 75,5,අලුත් නිෂ්පාදන දිනයක් තියෙන්නේ. කිසිම හානියක් නැතිව ලැබුණා. ස්තූතියි.,අලුත් නිෂ්පාදන දිනයක් තියෙන්නේ. කිසිම හානියක් නැතිව ලැබුණා. ස්තූතියි.,"{
('නිෂ්පාදන දිනයක්', 'Shelf Life', 'අලුත්', positive),
(NULL, 'Delivery Condition', 'කිසිම හානියක් නැතිව ලැබුණා', positive),
(NULL, 'Overall Satisfaction', 'ස්තූතියි', positive)
}",Pure_Sinhala,grocery
46,Wijaya Chilli Pieces 50g,Rs. 75,5,mama hema parama oder karawa thank you daraz,මම හැම පාරම order කරනවා. Thank you Daraz!,"{
(NULL, 'Overall Satisfaction', 'මම හැම පාරම order කරනවා, Thank you Daraz!', positive)
}",Sinhala_in_English,grocery
47,Wijaya Chilli Pieces 50g,Rs. 75,5,ඉක්මනට ඩිලිවරි කලා .ගොඩක් ස්තූතියි,ඉක්මනට ඩිලිවරි කලා .ගොඩක් ස්තූතියි,"{
(NULL, 'Delivery Speed', 'ඉක්මනට ඩිලිවරි කලා', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් ස්තූතියි', positive)
}",Pure_Sinhala,grocery
48,Wijaya Chilli Pieces 50g,Rs. 75,5,හොඳ product එකක්. හොඳට pack කරලා තිබුණා.,හොඳ product එකක්. හොඳට pack කරලා තිබුණා.,"{
(NULL, 'Product Quality', 'හොඳ product එකක්', positive),
(NULL, 'Packaging Quality', 'හොඳට pack කරලා තිබුණා', positive)
}",Code_Mixed,grocery
49,Wijaya Chilli Pieces 50g,Rs. 75,5,නියම්‍යි හොදට තිබූනා ඉක්මට අවා,නියම්‍යි හොදට තිබූනා ඉක්මට අවා,"{
(NULL, 'Product Quality', 'නියම්‍යි හොදට තිබූනා', positive),
(NULL, 'Delivery Speed', 'ඉක්මට අවා', positive)
}",Pure_Sinhala,grocery
50,Wijaya Chilli Pieces 50g,Rs. 75,5,wijaya kali miris supiri😍,Wijaya කෑලි මිරිස් සුපිරි 😍,"{
('කෑලි මිරිස්', 'Product Quality', 'සුපිරි', positive)
}",Sinhala_in_English,grocery
51,Wijaya Chilli Pieces 50g,Rs. 75,5,හොඳ offers....,හොඳ offers....,"{
('offers', 'Price / Value for Money', 'හොඳ', positive)
}",Code_Mixed,grocery
52,Wijaya Chilli Pieces 50g,Rs. 75,5,"Thanks, price adui","Thanks, price අඩුයි.","{
(NULL, 'Overall Satisfaction', 'Thanks', positive),
('price', 'Price / Value for Money', 'අඩුයි', positive)
}",Sinhala_in_English,grocery
53,Wijaya Chilli Pieces 50g,Rs. 75,4,tnx,tnx,"{
(NULL, 'Overall Satisfaction', 'tnx', positive)
}",Code_Mixed,grocery
54,Wijaya Chilli Pieces 50g,Rs. 75,5,සැරයි,සැරයි,"{ (NULL, 'Taste', 'සැරයි', positive) }",Pure_Sinhala,grocery
55,Wijaya Chilli Pieces 50g,Rs. 75,5,අලුත් Products.,අලුත් Products.,"{ ('Products', 'Shelf Life', 'අලුත්', positive) }",Code_Mixed,grocery
56,Wijaya Chilli Pieces 50g,Rs. 75,5,Quick delivery... Authorized seller කෙනෙක්ගෙන් අලුතින්ම manufacture කරපු items... Long expiry date... Safety packing... ලොකු discount එකකුත් එක්ක. Market එකේ තියෙන best price එක. Thank you... Highly recommended.....,Quick delivery... Authorized seller කෙනෙක්ගෙන් අලුතින්ම manufacture කරපු items... Long expiry date... Safety packing... ලොකු discount එකකුත් එක්ක. Market එකේ තියෙන best price එක. Thank you... Highly recommended.....,"{
(NULL, 'Delivery Speed', 'Quick delivery', positive),
('seller', 'Authenticity', 'Authorized', positive),
('items', 'Shelf Life', 'අලුතින්ම manufacture කරපු', positive),
('expiry date', 'Shelf Life', 'Long', positive),
('packing', 'Packaging Quality', 'Safety', positive),
('discount', 'Price / Value for Money', 'ලොකු, Market එකේ තියෙන best price එක', positive),
(NULL, 'Overall Satisfaction', 'Thank you, Highly recommended', positive)
}",Code_Mixed,grocery
57,Wijaya Chilli Pieces 50g,Rs. 75,5,hamadema hodtma hodai...bya nathuwa gannapuluwan,හැමදේම හොදටම හොදයි ...බය නැතුව ගන්නපුළුවන්,"{
(NULL, 'Overall Satisfaction', 'හැමදේම හොදටම හොදයි, බය නැතුව ගන්නපුළුවන්', positive)
}",Sinhala_in_English,grocery
58,Wijaya Chilli Pieces 50g,Rs. 75,1,ඕඩර් කලේ 1යි 3ක් එවලා ඒකටත් ගාන add කරලා බලාගෙන මේවා ඕඩර් කරද්දි.,ඕඩර් කලේ 1යි 3ක් එවලා ඒකටත් ගාන add කරලා බලාගෙන මේවා ඕඩර් කරද්දි.,"{
(NULL, 'Order Accuracy', 'ඕඩර් කලේ 1යි 3ක් එවලා', negative),
('ගාන', 'Price / Value for Money', 'ඒකටත් ගාන add කරලා', negative),
(NULL, 'Overall Satisfaction', 'බලාගෙන මේවා ඕඩර් කරද්දි', negative)
}",Code_Mixed,grocery
59,Wijaya Chilli Pieces 50g,Rs. 75,5,මේකේ කඩේ ගනමටනේ ඔයාලා දෙන්නෙත් 😡,මේකේ කඩේ ගනමටනේ ඔයාලා දෙන්නෙත් 😡,"{
(NULL, 'Price / Value for Money', 'කඩේ ගනමටනේ ඔයාලා දෙන්නෙත්', negative)
}",Pure_Sinhala,grocery
60,Wijaya Chilli Pieces 50g,Rs. 75,1,meka ekka mage free dapu detol bottle eka awe ne,මේක එක්ක මගේ Free දාපු Dettol Bottle එක ආවේ නැහැ.,"{
(NULL, 'Order Accuracy', 'Free දාපු Dettol Bottle එක ආවේ නැහැ', negative)
}",Code_Mixed,grocery
61,Wijaya Chilli Pieces 50g,Rs. 75,5,දවස් දෙකෙන් ආවා හොඳයි,දවස් දෙකෙන් ආවා හොඳයි,"{
(NULL, 'Delivery Speed', 'දවස් දෙකෙන් ආවා හොඳයි', positive)
}",Pure_Sinhala,grocery
