sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_anotation,review_type,category
15,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Godakma hodai. Mm online order karapu palavenima de. Podi bayak thibba enakm . Eth Delivery eken sarin sare call karara gedrlagataam genalla dunna. Delivery nm supiri . Davas deken ave. Watch ekath a vagema thamai. Hodatama hodai   kisima prashnayak na. Battery ekath hodatama  hodai #win,ගොඩක්ම හොදි. ම්ම් ඔන්ලිනේ ඔර්දෙර් කරපු පළවෙනිම දේ. පොඩි බයක් තිබ්බ එනකම් . එත් දෙලිවෙර්ය් එකෙන් සරින් සැරේ චාල්ල් කරර ගෙද්ර්ලගටාම් ගෙනල්ල දුන්න. දෙලිවෙර්ය් නම් සුපිරි . දවස් දෙකෙන් ආවේ. වට්ච් එකත් a vagema thamai. Hodatama hodai   kisima prashnayak na. Battery ekath hodatama  hodai #win,,Sinhala_in_English,electronic
16,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,චාජ් එකට ගහලා තිබ්බම විතරයිනෙ පෙන්නන්නෙ ම්න් පැය තුනක් විතර චාච් කලා චාජ්  එකෙන් ගත්තම වැඩ නැ රිටන් කරන්න පුලුවන්ද ම්න් වොච් දෙකක් ගත්තා එකක් වැඩ මෙක වැඩ නැ,චාජ් එකට ගහලා තිබ්බම විතරයිනෙ පෙන්නන්නෙ ම්න් පැය තුනක් විතර චාච් කලා චාජ්  එකෙන් ගත්තම වැඩ නැ රිටන් කරන්න පුලුවන්ද ම්න් වොච් දෙකක් ගත්තා එකක් වැඩ මෙක වැඩ නැ,,Pure_Sinhala,electronic
17,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,කියන්න  කිසිම වැරැද්දක්  නැ... සුපිරියක්    අවේ  සීල්  පැක්,කියන්න  කිසිම වැරැද්දක්  නැ... සුපිරියක්    අවේ  සීල්  පැක්,,Pure_Sinhala,electronic
18,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ගෙවන ගානට මාරම වටිනවා Deliver එකත් මරැ ඕඩර් එක දාපු දවසට පහුවෙනිදම ආවා ❤😻,ගෙවන ගානට මාරම වටිනවා Deliver එකත් මරැ ඕඩර් එක දාපු දවසට පහුවෙනිදම ආවා ❤😻,,Pure_Sinhala,electronic
19,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Aththatama godak hoda product ekak. Mn me jathiye watches 2k buy kra. E watches 2m hodata wada. Me sellerth godak hodayi. Dawas 3n Delivery eka dunna.,ඇත්තටම ගොඩක් හොද ප්රෝදුච්ට් එකක්. මන් මේ ජාතියේ වට්චෙස් 2ක් බුය් කර. ඒ වට්චෙස් 2ම් හොදට වැඩ. මේ සෙල්ලෙර්ත් ගොඩක් හොදයි. දවස් 3න් දෙලිවෙර්ය් එක දුන්න.,,Sinhala_in_English,electronic
20,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Good Product.One day delivery.fast and speed Delivery service.High recommend this product. බය නැතුව ගන්න හොඳට වැඩ කරනවා.,Good Product.One day delivery.fast and speed Delivery service.High recommend this product. බය නැතුව ගන්න හොඳට වැඩ කරනවා.,,Pure_Sinhala,electronic
21,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,black color eka mata labune. customer order karanne eyata ona eka seller t ona eka nemei. eth watch eka hodai mata color eka charge karaganna puluwan da plz ?,බ්ලච්ක් චොලෝර් එක මට ලැබුනේ. චුස්ටෝමෙර් ඔර්දෙර් කරන්නේ එයට ඕන එක සෙල්ලෙර් ට ඕන එක නෙමෙඉ. එත් වට්ච් එක හොදි මට චොලෝර් එක චර්ගේ කරගන්න පුළුවන් ද ප්ල්ළ ?,,Sinhala_in_English,electronic
22,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,Watch eka hodai. habai screen eke bubble ekak avith thiyenava.  scratch marks thiyenawa. e arenna vena avulak nam na🥲,වට්ච් එක හොදි. හබි ස්ච්රීන් එකේ බුබ්බ්ලේ එකක් ඇවිත් තියෙනවා.  ස්ච්රට්ච් මාර්කස් තියෙනවා. ඒ ඇරෙන්න වෙන අවුලක් නම් න🥲,,Sinhala_in_English,electronic
23,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"වොට්ච් එක ඇත්තටම නියමයි. හැමදෙයක්ම වැඩ. Call ගන්නත් පුලුවන් හොදට Blood pressure එව්වත් හොදට වැඩ චාර්ජ් එකත් තියේ හොදට iOS ,Android දෙකෙන්ම පාවිච්චි කරහැකි ඩිලිවරි එකත් ඉක්මනින් ආව  Thank you Daraz!💗","වොට්ච් එක ඇත්තටම නියමයි. හැමදෙයක්ම වැඩ. Call ගන්නත් පුලුවන් හොදට Blood pressure එව්වත් හොදට වැඩ චාර්ජ් එකත් තියේ හොදට iOS ,Android දෙකෙන්ම පාවිච්චි කරහැකි ඩිලිවරි එකත් ඉක්මනින් ආව  Thank you Daraz!💗",,Pure_Sinhala,electronic
24,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,illana eka nemei ewanne ganna epa kawruwath. personal message karalath kiwwa ewanna ona color eka. deparak order kala deparama waradi ewa ewwe.,ඉල්ලන එක නෙමෙඉ එවන්නේ ගන්න එපා කව්රුවත්. පෙර්සොනල් මෙස්සගේ කරලත් කිව්වා එවන්න ඕන චොලෝර් එක. දෙපාරක් ඔර්දෙර් කල දෙපාරම වැරදි ඒවා එව්වේ.,,Sinhala_in_English,electronic
25,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,හරිම හොද 😇 Dilivery partner කෙනෙක් දවස් දෙකෙන් 2 ආකව👌 හොදට පැක් කරල තියෙනව 🦴🔥ගානත් අඩුයි 💰 බයනැතුව ඔයාලත් ගන්න.🔥,හරිම හොද 😇 Dilivery partner කෙනෙක් දවස් දෙකෙන් 2 ආකව👌 හොදට පැක් කරල තියෙනව 🦴🔥ගානත් අඩුයි 💰 බයනැතුව ඔයාලත් ගන්න.🔥,,Pure_Sinhala,electronic
26,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend","watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend",,Pure_Sinhala,electronic
27,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,quality eka nm tikak adui  button ema luse vage  vena kisima aulak na  battery life ekath godak hondai,කුඅලිත්ය එක නම් ටිකක් අදුඉ  බුට්ටෝන් එම ලුසේ වගේ  වෙන කිසිම ඖලක් න  බට්ටේර්ය් ලිෆේ එකත් ගොඩක් හොඳි,,Sinhala_in_English,electronic
28,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.","product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.",,Pure_Sinhala,electronic
29,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,,Pure_Sinhala,electronic
30,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"superb,24 hours delivery,good packing,fast charge  good good but about,say this watch is t900 ultra2     good",සුපෙර්බ්,,Sinhala_in_English,electronic
31,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඇත්තටම watch එකනම් හොදයි. battery ඒක දවස් 3 ක්‌ විතර පාවිච්චි කරන්න පුළුවන්. මන් ඔඩර් කරලා දවස් 3 න් ගෙදරටම අවා. රුපියල් 1700 කට හොදටම වටිනවා...🖤,ඇත්තටම watch එකනම් හොදයි. battery ඒක දවස් 3 ක්‌ විතර පාවිච්චි කරන්න පුළුවන්. මන් ඔඩර් කරලා දවස් 3 න් ගෙදරටම අවා. රුපියල් 1700 කට හොදටම වටිනවා...🖤,,Pure_Sinhala,electronic
32,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"සති 2ක් වගේ මේක පාවිච්චි කරා කිසිම අවුලක් නෑ දැනට. ගන්න ගානට මාරම විදිහට වටිනව.පැකින් , ඩිලිවර් කිරීමත් සුපිරි දවස් 2න් වගේ ආව. Thank you Daraz..👍™️","සති 2ක් වගේ මේක පාවිච්චි කරා කිසිම අවුලක් නෑ දැනට. ගන්න ගානට මාරම විදිහට වටිනව.පැකින් , ඩිලිවර් කිරීමත් සුපිරි දවස් 2න් වගේ ආව. Thank you Daraz..👍™️",,Pure_Sinhala,electronic
33,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,කිව්ව දිනේට කලින්  ආව පැකිනුත් හොදයි හැබැයි ඕර්ඩර් කරපු කලර් එක නෙවේ ආවෙ grey order කරේ orange ආවෙ,කිව්ව දිනේට කලින්  ආව පැකිනුත් හොදයි හැබැයි ඕර්ඩර් කරපු කලර් එක නෙවේ ආවෙ grey order කරේ orange ආවෙ,,Pure_Sinhala,electronic
34,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,ගෙවන මුදලට වටිනාකමක් තියෙනවා .Display quality තරමක් දුරට හොඳයි.බරනම් සැහැල්ලුයි ගොඩක්.ඔරලෝසවේ  මුහුන silver පාටයි .Sound quality හිතුවට වඩා හොඳයි.,ගෙවන මුදලට වටිනාකමක් තියෙනවා .Display quality තරමක් දුරට හොඳයි.බරනම් සැහැල්ලුයි ගොඩක්.ඔරලෝසවේ  මුහුන silver පාටයි .Sound quality හිතුවට වඩා හොඳයි.,,Pure_Sinhala,electronic
35,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,black colour එකක් order කරෙ . ආවෙ වෙන පාට එකක් ..ඩිලිවර් සර්විස් එක නම් ඉක්මන්.වොච් එක හොදයි,black colour එකක් order කරෙ . ආවෙ වෙන පාට එකක් ..ඩිලිවර් සර්විස් එක නම් ඉක්මන්.වොච් එක හොදයි,,Pure_Sinhala,electronic
36,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඉක්මනටම deliver කලා කිසිම issue එකක් නෑ හොද seller කෙනෙක්  highly recommended,ඉක්මනටම deliver කලා කිසිම issue එකක් නෑ හොද seller කෙනෙක්  highly recommended,,Pure_Sinhala,electronic
37,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,හොඳ product ekak and packing කරපු එකත් හොඳට කරලා තිබුනා බය නැතුව ගන්න,හොඳ product ekak and packing කරපු එකත් හොඳට කරලා තිබුනා බය නැතුව ගන්න,,Pure_Sinhala,electronic
38,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ගෙවන ගානට ගොඩක් වටින watch එකක් ඕන කෙනෙක්ට බය නැතුව ගන්න කියලා recommend කරන්න පුලුවන් 👌,ගෙවන ගානට ගොඩක් වටින watch එකක් ඕන කෙනෙක්ට බය නැතුව ගන්න කියලා recommend කරන්න පුලුවන් 👌,,Pure_Sinhala,electronic
39,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,whoch ekanam hodai mama damme sudupata ekak ave kalu hariyata pata evvanam thavath hodai,ව්හොච් එකනම් හොදි මම දැම්මේ සුදුපාට එකක් ආවේ කළු හරියට පට එව්වනම් තවත් හොදි,,Sinhala_in_English,electronic
40,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,සුපිරි..❤️‍🩹 පෙට්ටිය පොඩ්ඩක් ඩැමේජ් වෙලා තිබ්බ..ඒත් ඇතුල කිසිම ඩැමේජ් එකක් නෑ..❤️‍🩹,සුපිරි..❤️‍🩹 පෙට්ටිය පොඩ්ඩක් ඩැමේජ් වෙලා තිබ්බ..ඒත් ඇතුල කිසිම ඩැමේජ් එකක් නෑ..❤️‍🩹,,Pure_Sinhala,electronic
41,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,අව්ලක් නෑ ගත්ත ගානට වටිනවා හැබැයි මේකෙ box එකේ තියෙන්නෙ T900 කියලා but මේ watch එකේ ඇත්ත brand name එක ultra 9 කියලා ගෙනැල්ලා දවසක් විතර ගියේ දවස් දෙකෙන් ආවා.තාම නං අවුලක් නෑ recommend කරන්න පුලුවන් seller කෙනෙක්.....#win,අව්ලක් නෑ ගත්ත ගානට වටිනවා හැබැයි මේකෙ box එකේ තියෙන්නෙ T900 කියලා but මේ watch එකේ ඇත්ත brand name එක ultra 9 කියලා ගෙනැල්ලා දවසක් විතර ගියේ දවස් දෙකෙන් ආවා.තාම නං අවුලක් නෑ recommend කරන්න පුලුවන් seller කෙනෙක්.....#win,,Pure_Sinhala,electronic
42,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඇත්තටම ගෙවන ගානට වටිනවා මේ watch එක. කිසිම අවුලක් නෑ. හොදට වැඩ කරනවා. දවස් එක හමාරක් විතර එක චාර්ජ් එකකින් වැඩ කරනවා.,ඇත්තටම ගෙවන ගානට වටිනවා මේ watch එක. කිසිම අවුලක් නෑ. හොදට වැඩ කරනවා. දවස් එක හමාරක් විතර එක චාර්ජ් එකකින් වැඩ කරනවා.,,Pure_Sinhala,electronic
43,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,thank you daraz මට දවස් දෙකෙන් ගෙනත් දුන්න thank you සුපිරියක් මේ ගානට මේ ඔරලෝසුව පට්ට වටිනවා හොඳට පැකින් කරලා තියෙනවා බය නැතුව ගන්න මාරම සතුටුයි😊😊😊😊😊😊❤️❤️❤️❤️❤️❤️,thank you daraz මට දවස් දෙකෙන් ගෙනත් දුන්න thank you සුපිරියක් මේ ගානට මේ ඔරලෝසුව පට්ට වටිනවා හොඳට පැකින් කරලා තියෙනවා බය නැතුව ගන්න මාරම සතුටුයි😊😊😊😊😊😊❤️❤️❤️❤️❤️❤️,,Pure_Sinhala,electronic
44,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,aththatama meka hodayi hithuwata wada ikmanata awa supiri😀😀🤑,ඇත්තටම මේක හොදයි හිතුවට වැඩ ඉක්මනට අව සුපිරි😀😀🤑,,Sinhala_in_English,electronic
45,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,supiriyi. davas thunen gedarata watch eka ava.battery life ekath hodayi. good selling. thank you daraz.😁😁😁😁,සුපිරියි. දවස් තුනෙන් ගෙදරට වට්ච් එක අව.බට්ටේර්ය් ලිෆේ එකත් හොදයි. ගූඩ් සෙල්ලින්ග්. තැනක් යෞ දරළ්.😁😁😁😁,,Sinhala_in_English,electronic
46,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,mekanam supiriyak bayanathuwa ganna man oder kara supiri watch akak gane hatiyata nam watinawa godak thanks daraz 💙meka oder kare 2023/11/5 awe 2023/11/7 patta ikman delivery service aka nam supiri seller service akath godak hodai man meka gaththe hena bayen habai hithuwatath wada hodai watch aka,මේකනම් සුපිරියක් බයනතුව ගන්න මන් ඔදෙර් කර සුපිරි වට්ච් අකක් ගැනේ හැටියට නම් වටිනවා ගොඩක් තැන්ක්ස් දරළ් 💙මේක ඔදෙර් කරේ 2023/11/5 අවේ 2023/11/7 පට්ට ඉක්මන් දෙලිවෙර්ය් service aka nam supiri seller service akath godak hodai man meka gaththe hena bayen habai hithuwatath wada hodai watch aka,,Sinhala_in_English,electronic
