sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_annotation,review_type,category
11,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,අද මට මගේ ඔර්දෙර්  එක ලැබුන . එක හොදට පච්කින්ග් කරලා  තිබුන. කිසිම  දමාගෙ  එකක්  නැහැ.    සෝ හප්ප්ය්  අබෝඋට් ඉට. තැනක්  යෞ සෝ මුච් දරළ්  . තැනක්  යෞ සෝ මුච් සෙල්ලෙර් . තැනක් you so much delivery  boy.,අද මට මගේ ඔර්දෙර්  එක ලැබුන . එක හොදට පච්කින්ග් කරලා  තිබුන. කිසිම  දමාගෙ  එකක්  නැහැ.    සෝ හප්ප්ය්  අබෝඋට් ඉට. තැනක්  යෞ සෝ මුච් දරළ්  . තැනක්  යෞ සෝ මුච් සෙල්ලෙර් . තැනක් you so much delivery  boy.,"{
(NULL, 'Delivery Speed', 'අද ලැබුන', positive),
(NULL, 'Packaging Quality', 'හොදට packing කරලා', positive),
(NULL, 'Delivery Condition', 'කිසිම damage එකක් නැහැ', positive),
(NULL, 'Overall Satisfaction', 'so happy', positive)
}",Pure_Sinhala,skincare
12,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"නියමිත දිනට පෙර ලැබුණා. ගුණාත්මක, නියම (Original) නිෂ්පාදනයක්. මෙය මා බලාපොරොත්තු වූවාට වඩා හොඳයි, විශේෂයෙන්ම බෙදාහැරීමේ සේවාව ඉතා සුහදශීලීයි. මට තරු 5කට වඩා ලබා දිය හැකියි. ඉතා ඉහළින් නිර්දේශ කරනවා.","නියමිත දිනට පෙර ලැබුණා. ගුණාත්මක, නියම (Original) නිෂ්පාදනයක්. මෙය මා බලාපොරොත්තු වූවාට වඩා හොඳයි, විශේෂයෙන්ම බෙදාහැරීමේ සේවාව ඉතා සුහදශීලීයි. මට තරු 5කට වඩා ලබා දිය හැකියි. ඉතා ඉහළින් නිර්දේශ කරනවා.","{
(NULL, 'Delivery Speed', 'නියමිත දිනට පෙර ලැබුණා', positive),
(NULL, 'Authenticity', 'Original', positive),
(NULL, 'Product Quality', 'ගුණාත්මක', positive),
(NULL, 'Overall Satisfaction', 'බලාපොරොත්තු වූවාට වඩා හොඳයි', positive),
(NULL, 'Delivery Condition', 'සුහදශීලීයි', positive),
}",Pure_Sinhala,skincare
13,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ඇත්තටම මෙක මරු ගානට වටිනවා ඔරිජිනල් ප්‍රඩට් එක එවලා තියෙන්නෙ...බය නැතුව ගන්න ,,, මං බැන්ක් එකට සල්ලි ටන්සර් කරලා ගත්තෙ එම ගද්දි නම් දවස් 6ගියා😟 ඩිලිවරි දිලා ගන්න කොට වෙන්න ඇති දවස් දෙකෙන් එන්නෙ ..කොහොම උනත් හොදයි බය නැතුව ගන්න ...","ඇත්තටම මෙක මරු ගානට වටිනවා ඔරිජිනල් ප්‍රඩට් එක එවලා තියෙන්නෙ...බය නැතුව ගන්න ,,, මං බැන්ක් එකට සල්ලි ටන්සර් කරලා ගත්තෙ එම ගද්දි නම් දවස් 6ගියා😟 ඩිලිවරි දිලා ගන්න කොට වෙන්න ඇති දවස් දෙකෙන් එන්නෙ ..කොහොම උනත් හොදයි බය නැතුව ගන්න ...","{
(NULL, 'Price / Value for Money', 'ගානට වටිනවා', positive),
(NULL, 'Authenticity', 'ඔරිජිනල්', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුව ගන්න', positive),
(NULL, 'Delivery Speed', 'දවස් 6ගියා', negative),
(NULL, 'Overall Satisfaction', 'හොදයි', positive)
}",Pure_Sinhala,skincare
14,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,මගේ රවුෂුන් (Roushun) ඇලෝවේරා ජෙල් එක දවස් 2ක් ඇතුළත ලැබුණා — ඉතා හොඳින් අසුරා ආරක්ෂිතව ලබා දී තිබුණා. හොඳ සේවාවක් සහ වේගවත් බෙදාහැරීමක්.,මගේ රවුෂුන් (Roushun) ඇලෝවේරා ජෙල් එක දවස් 2ක් ඇතුළත ලැබුණා — ඉතා හොඳින් අසුරා ආරක්ෂිතව ලබා දී තිබුණා. හොඳ සේවාවක් සහ වේගවත් බෙදාහැරීමක්.,"{
(NULL, 'Delivery Speed', 'දවස් 2ක් ඇතුළත ලැබුණා', positive),
(NULL, 'Packaging Quality', 'හොඳින් අසුරා', positive),
(NULL, 'Delivery Condition', 'ආරක්ෂිතව', positive),
(NULL, 'Overall Satisfaction', 'හොඳ සේවාවක්', positive)
}",Pure_Sinhala,skincare
15,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"මෙහි සුවඳ හරිම හොඳයි, සම මත ආලේප කළ විට එම ප්‍රදේශය සිසිල් වන බවක් දැනෙනවා... මම මෙයට ගොඩක් ආසයි..","මෙහි සුවඳ හරිම හොඳයි, සම මත ආලේප කළ විට එම ප්‍රදේශය සිසිල් වන බවක් දැනෙනවා... මම මෙයට ගොඩක් ආසයි..","{
(NULL, 'Scent / Fragrance', 'හරිම හොඳයි', positive),
(NULL, 'Comfort on Skin', 'සිසිල් වන බවක්', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් ආසයි', positive)
}",Pure_Sinhala,skincare
16,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,වෙර්ය් ගූඩ් ප්රෝදුච්ට්..ඔරිගීනල් රෝඋෂුන් ටෝඕ..තැන්ක්ස් දරළ් ෆොර් සෙන්දින්ග් තේ පච්කගේස් සෆේ.ඉතා හොඳ නිෂ්පාදනයක්.. රවුෂුන් (Roushun) නියම (Original) නිෂ්පාදනයමයි.. ඇසුරුම් ආරක්ෂිතව එවීමට කටයුතු කිරීම ගැන දරාස් (Daraz) වෙත ස්තූතියි.,වෙර්ය් ගූඩ් ප්රෝදුච්ට්..ඔරිගීනල් රෝඋෂුන් ටෝඕ..තැන්ක්ස් දරළ් ෆොර් සෙන්දින්ග් තේ පච්කගේස් සෆේ.ඉතා හොඳ නිෂ්පාදනයක්.. රවුෂුන් (Roushun) නියම (Original) නිෂ්පාදනයමයි.. ඇසුරුම් ආරක්ෂිතව එවීමට කටයුතු කිරීම ගැන දරාස් (Daraz) වෙත ස්තූතියි.,"{
(NULL, 'Product Quality', 'වෙර්ය් ගූඩ්', positive),
(NULL, 'Authenticity', 'ඔරිගීනල්', positive),
(NULL, 'Packaging Quality', 'සෆේ', positive),
(NULL, 'Overall Satisfaction', 'ඉතා හොඳ', positive)
}",Pure_Sinhala,skincare
17,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඕඩර් එක ලැබුනා.හොදයි ගො⁣ඩක්. කිසිම damage එකක් නෑ. හොදට පැකට් කරලා තිබුනා. ස්තූතියි,ඕඩර් එක ලැබුනා.හොදයි ගො⁣ඩක්. කිසිම damage එකක් නෑ. හොදට පැකට් කරලා තිබුනා. ස්තූතියි,"{
(NULL, 'Overall Satisfaction', 'හොදයි ගොඩක්', positive),
(NULL, 'Delivery Condition', 'damage එකක් නෑ', positive),
(NULL, 'Packaging Quality', 'හොදට පැකට් කරලා', positive)
}",Pure_Sinhala,skincare
18,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඉල්ලපු එක නෙමෙනෙයි එවල තියෙන්නෙ ඔයලා oder එකක් දාද්දි ඉල්ලපු එකක් එවන්න  හරියට .,ඉල්ලපු එක නෙමෙනෙයි එවල තියෙන්නෙ ඔයලා oder එකක් දාද්දි ඉල්ලපු එකක් එවන්න  හරියට .,"{
(NULL, 'Overall Satisfaction', 'ඉල්ලපු එක නෙමෙනෙයි', negative),
(NULL, 'Product Quality', 'හරියට එවන්න', negative)
}",Pure_Sinhala,skincare
19,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ඊයේ ඕඩර් කළේ, අදම ආවා. ඩිලිවරි එකයි පැකින් එකයි දෙකම හොඳයි. තැන්ක්ස් සෙලර්","ඊයේ ඕඩර් කළේ, අදම ආවා. ඩිලිවරි එකයි පැකින් එකයි දෙකම හොඳයි. තැන්ක්ස් සෙලර්","{
(NULL, 'Delivery Speed', 'අදම ආවා', positive),
(NULL, 'Packaging Quality', 'හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'හොඳයි', positive)
}",Pure_Sinhala,skincare
20,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ෆොටෝ එකේ තිබ්බ එකම අව ඔඉල්ය් ස්කින් තියන ය ගන්න හොද ප්රුදුච්ට් එකක්,ෆොටෝ එකේ තිබ්බ එකම අව ඔඉල්ය් ස්කින් තියන ය ගන්න හොද ප්රුදුච්ට් එකක්,"(NULL, 'Product Quality', 'ෆොටෝ එකේ තිබ්බ එකම අව ඔඉල්ය් ස්කින් තියන', positive),
(NULL, 'Product Quality', 'ගන්න හොද ප්රුදුච්ට් එකක්', positive)
}",Pure_Sinhala,skincare
21,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ගන්න එපා කියලා කියන්නේ... මම ඕඩර් කළේ රවුෂුන් බ්‍රෑන්ඩ් එක, ඒත් මට එවලා තියෙන්නේ ඩොක්ටර් රෂෙල් එකක්","ගන්න එපා කියලා කියන්නේ... මම ඕඩර් කළේ රවුෂුන් බ්‍රෑන්ඩ් එක, ඒත් මට එවලා තියෙන්නේ ඩොක්ටර් රෂෙල් එකක්","{
(NULL, 'Authenticity', 'ගන්න එපා කියලා කියන්නේ', negative),
(NULL, 'Authenticity', 'රවුෂුන් බ්‍රෑන්ඩ් එක ඕඩර් කළේ ඒත් ඩොක්ටර් රෂෙල් එකක් එවලා තියෙන්නේ', negative)
}",Pure_Sinhala,skincare
22,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,මේ මගේ 4 වෙනි සහ 5 වෙනි ඕඩර් එක. මම මේකට ගොඩක් කැමතියි. 😘,මේ මගේ 4 වෙනි සහ 5 වෙනි ඕඩර් එක. මම මේකට ගොඩක් කැමතියි. 😘,"{
(NULL, 'Overall Satisfaction', 'ගොඩක් කැමතියි', positive)
}",Pure_Sinhala,skincare
23,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"දවස් තුනෙන් බාණ්ඩේ ආවා. පෙනුමට නම් හොඳයි, පාවිච්චි කරලා බලලා ආයෙත් රිවීව් එකක් දාන්නම්","දවස් තුනෙන් බාණ්ඩේ ආවා. පෙනුමට නම් හොඳයි, පාවිච්චි කරලා බලලා ආයෙත් රිවීව් එකක් දාන්නම්","{
(NULL, 'Delivery Speed', 'දවස් තුනෙන් ආවා', positive),
(NULL, 'Product Quality', 'පෙනුමට හොඳයි', neutral)
}",Pure_Sinhala,skincare
24,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,හොර බාණ්ඩයක් (Fake). මැනුෆැක්චරින් ඩේට් එකක්වත් එක්ස්පයරි ඩේට් එකක්වත් නැහැ. ඇත්තටම අප්සෙට්,හොර බාණ්ඩයක් (Fake). මැනුෆැක්චරින් ඩේට් එකක්වත් එක්ස්පයරි ඩේට් එකක්වත් නැහැ. ඇත්තටම අප්සෙට්,"{
(NULL, 'Authenticity', 'Fake', negative),
(NULL, 'Product Quality', 'ඩේට් එකක්වත් නැහැ', negative),
(NULL, 'Overall Satisfaction', 'අප්සෙට්', negative)
}",Pure_Sinhala,skincare
25,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඉල්ලපු එක නෙමෙයි ඇවිල්ල තියෙන්නෙ    වැඩක් නැ 👎👎👎👎☹️😭😡😡,ඉල්ලපු එක නෙමෙයි ඇවිල්ල තියෙන්නෙ    වැඩක් නැ 👎👎👎👎☹️😭😡😡,"{
(NULL, 'Authenticity', 'ඉල්ලපු එක නෙමෙයි ඇවිල්ල තියෙන්නෙ', negative),
(NULL, 'Overall Satisfaction', 'වැඩක් නැ', negative)
}",Pure_Sinhala,skincare
26,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඉතා හොඳ නිෂ්පාදනයක්.... සම තෙතමනය සහිතව තබාගන්නවා (Moisturizing).. අනිවාර්යයෙන්ම නැවතත් මිලදී ගන්නවා.,ඉතා හොඳ නිෂ්පාදනයක්.... සම තෙතමනය සහිතව තබාගන්නවා (Moisturizing).. අනිවාර්යයෙන්ම නැවතත් මිලදී ගන්නවා.,"{
(NULL, 'Product Quality', 'ඉතා හොඳ නිෂ්පාදනයක්', positive),
(NULL, 'Moisturizing / Hydration', 'තෙතමනය සහිතව තබාගන්නවා', positive),
(NULL, 'Repurchase Intent', 'නැවතත් මිලදී ගන්නවා', positive)
}",Pure_Sinhala,skincare
27,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,සුපිරිම ප්‍රොඩක්ට්ස් 🥰❤️😍,සුපිරිම ප්‍රොඩක්ට්ස් 🥰❤️😍,"{
(NULL, 'Overall Satisfaction', 'සුපිරිම ප්‍රොඩක්ට්ස්', positive)
}",Pure_Sinhala,skincare
28,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"සුපිරි, හිතුවට වඩා නම් මරු, දවස් 2න් අවා,බය නැතුව ගන්න,","සුපිරි, හිතුවට වඩා නම් මරු, දවස් 2න් අවා,බය නැතුව ගන්න,","{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive),
(NULL, 'Delivery Speed', 'දවස් 2න් ආවා', positive)
}",Pure_Sinhala,skincare
29,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,ඔරිජිනල් නිෂ්පාදනයක්. නිර්දේශ කරනවා. #WIN,ඔරිජිනල් නිෂ්පාදනයක්. නිර්දේශ කරනවා. #WIN,"{
(NULL, 'Authenticity', 'ඔරිජිනල්', positive)
}",Pure_Sinhala,skincare
30,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,එවල තියෙන්නේ වෙන brand එකක එකක් මන් දාපු එක නෙවෙයි. 😪,එවල තියෙන්නේ වෙන brand එකක එකක් මන් දාපු එක නෙවෙයි. 😪,"{
(NULL, 'Authenticity', 'වෙන brand එකක එකක් මන් දාපු එක නෙවෙයි එවල තියෙන්නේ', negative)
}",Pure_Sinhala,skincare
31,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"මම කලින් පාවිච්චි කළ කොරියන් ජෙල් එකට වඩා මේක වෙනස්. ඒක වගේම කොලිටි මදි වගේ දැනෙනවා, ටිකක් ඔයිලි ගතියක් තියෙනවා. හැබැයි අඩු ගාණට ගන්නවා නම් හොඳ ප්‍රොඩක්ට් එකක්. සෙලර් සහ ඩිලිවරි නම් සුපිරි.","මම කලින් පාවිච්චි කළ කොරියන් ජෙල් එකට වඩා මේක වෙනස්. ඒක වගේම කොලිටි මදි වගේ දැනෙනවා, ටිකක් ඔයිලි ගතියක් තියෙනවා. හැබැයි අඩු ගාණට ගන්නවා නම් හොඳ ප්‍රොඩක්ට් එකක්. සෙලර් සහ ඩිලිවරි නම් සුපිරි.","{
(NULL, 'Product Quality', 'කොලිටි මදි වගේ දැනෙනවා', negative),
(NULL, 'Texture / Feel', 'ටිකක් ඔයිලි ගතියක් තියෙනවා', negative),
(NULL, 'Price / Value for Money', 'අඩු ගාණට ගන්නවා නම් හොඳ ප්‍රොඩක්ට් එකක්', positive),
(NULL, 'Customer Service', 'සෙලර් සුපිරි', positive),
(NULL, 'Delivery Speed', 'ඩිලිවරි සුපිරි', positive)
}",Pure_Sinhala,skincare
32,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,"ඕඩර් එක ලැබුණා, පැකින් මරු. අනිවාර්යයෙන්ම ගන්න","ඕඩර් එක ලැබුණා, පැකින් මරු. අනිවාර්යයෙන්ම ගන්න","{
(NULL, 'Delivery Condition', 'පැකින් මරු', positive),
(NULL, 'Recommendation', 'අනිවාර්යයෙන්ම ගන්න', positive)
}",Pure_Sinhala,skincare
33,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,පැය 17න්ම බාණ්ඩේ ලැබුණා. ඩිලිවරි හරිම ෆාස්ට්. සෙලර් පට්ටයි 😊 පැකින් එහෙමත් හොඳයි. තැන්ක්ස්,පැය 17න්ම බාණ්ඩේ ලැබුණා. ඩිලිවරි හරිම ෆාස්ට්. සෙලර් පට්ටයි 😊 පැකින් එහෙමත් හොඳයි. තැන්ක්ස්,"{
(NULL, 'Delivery Speed', 'පැය 17න්ම බාණ්ඩේ ලැබුණා', positive),
(NULL, 'Delivery Speed', 'ඩිලිවරි හරිම ෆාස්ට්', positive),
(NULL, 'Customer Service', 'සෙලර් පට්ටයි', positive),
(NULL, 'Packaging Quality', 'පැකින් එහෙමත් හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'තැන්ක්ස්', positive)
}",Pure_Sinhala,skincare
34,Roushun 99% Aloe Vera Soothing Gel Face Moisturizer - 300ml,"Rs. 1,600",5,වාව්.. නියම ඔරිජිනල් ප්‍රොඩක්ට් එක 😍❤️... ගන්න බය අය බලන්න මම ෆොටෝ දාලා තියෙනවා.. පැකින් එහෙමත් නියමයි... මම ගොඩක් ආසයි 😍... ආයෙත් ගන්නවා.. තැන්ක්ස් ගොඩක්..❤️,වාව්.. නියම ඔරිජිනල් ප්‍රොඩක්ට් එක 😍❤️... ගන්න බය අය බලන්න මම ෆොටෝ දාලා තියෙනවා.. පැකින් එහෙමත් නියමයි... මම ගොඩක් ආසයි 😍... ආයෙත් ගන්නවා.. තැන්ක්ස් ගොඩක්..❤️,"{
(NULL, 'Authenticity', 'ඔරිජිනල් ප්‍රොඩක්ට්', positive),
(NULL, 'Packaging Quality', 'පැකින් නියමයි', positive),
(NULL, 'Overall Satisfaction', 'ගොඩක් ආසයි', positive),
(NULL, 'Recommendation', 'බය නැතුව ගන්න', positive),
(NULL, 'Repurchase Intent', 'ආයෙත් ගන්නවා', positive)
}",Pure_Sinhala,skincare
